"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"2","1237662200435376896",237.664765729158,8.52202549559398,23.14889,21.24136,20.24575,19.80909,19.5416,0.173172261131198
"3","1237662635837621248",237.665254181349,8.36397428078281,25.19423,21.78593,20.65236,20.22929,19.99627,0.151526418349063
"4","1237661950814061568",237.550121941945,8.49335009920861,22.52284,21.91217,20.94684,20.51192,20.25023,0.16637347350264
"5","1237661950814126848",237.662181055474,8.42695104017124,22.84466,21.48692,20.44518,19.84403,19.43228,0.180112703496975
"9","1237661950814061568",237.529274212698,8.423063328659,22.83485,22.19185,21.20722,20.6201,19.99471,0.164777015142512
"10","1237661950814126592",237.590697630399,8.39881018639475,22.36638,21.01315,20.01137,19.48995,19.07826,0.200137138714321
"11","1237661950814061568",237.541366802205,8.46955111439621,24.55926,22.48181,21.48647,21.03245,20.40047,0.152304689859639
"13","1237661950814126336",237.684302079072,8.4047590688207,24.18463,22.49365,21.42016,21.00077,20.81009,0.152634948426795
"14","1237662635837621248",237.685772939667,8.36691577262054,23.72124,21.61536,20.6702,20.24199,19.59379,0.163653401844586
"15","1237662635837620736",237.681129906769,8.3670622308317,23.07037,20.91418,19.84368,19.29053,18.75193,0.18095023598071
"24","1237662635837620736",237.686501784786,8.35682117782358,23.56483,21.63052,20.60281,20.09251,19.58457,0.165333738149343
"25","1237661950814126336",237.673321304647,8.37302038724545,22.22423,20.03418,18.99772,18.46365,18.11645,0.221469918189934
"29","1237661950814127104",237.672396672957,8.39271615462811,22.06701,21.54142,20.58018,20.02382,19.65253,0.183850892261559
"31","1237661950814061056",237.546415784856,8.47402821672215,22.38528,20.65006,19.60582,19.09009,18.53378,0.210041246707711
"32","1237662635837620736",237.656946471336,8.36283103019129,24.27964,20.9375,19.85772,19.3499,18.83911,0.153485646429251
"34","1237661950814126848",237.657614232082,8.41968212133582,23.09942,21.44743,20.37261,19.76978,19.55958,0.172667567884216
"37","1237661950814061056",237.52124132984,8.49607267914213,23.03578,20.71411,19.66038,19.21244,19.00329,0.17445683611828
"38","1237661950814126336",237.663837476098,8.37505420794237,21.98589,19.8676,18.83404,18.26247,17.84935,0.23588781191184
"43","1237661950814061056",237.517764755443,8.47643085036152,22.45197,20.09641,19.08191,18.65812,18.40925,0.205040531854786
"45","1237662635837554944",237.518291628573,8.39578873985441,21.9972,19.54169,18.42098,18.00134,17.74331,0.235978311408111
"48","1237661950814126336",237.606629896494,8.39841200975114,22.96139,20.33544,19.2155,18.66304,18.21381,0.180119866320963
"49","1237662200435376384",237.614903506398,8.52241854956841,24.87408,22.22828,21.14357,20.59142,20.24135,0.152158323121638
