"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"2","1237660344460051200",115.980604036553,22.0733919485972,22.65273,20.22004,18.80529,17.9841,17.53521,0.251191694669325
"3","1237660344460050944",115.926349186073,22.0739936863381,21.72643,19.33764,17.92385,17.13159,16.68223,0.156334196519974
"10","1237660344460051456",115.952290110189,22.1174064835534,23.19566,20.98668,19.57279,18.86116,18.40296,0.154489061900106
"12","1237660344460050944",115.968750811412,22.0997391180764,21.02937,18.37285,16.95066,16.10528,15.64459,0.329247637956774
"16","1237660344460051456",115.904500927332,22.0905772416187,22.97088,20.98092,19.59531,18.87008,18.49036,0.156216337215108
"21","1237657877538210048",115.821414539531,22.2019596752087,23.46353,20.23091,18.78551,17.97002,17.46299,0.211811769011269
"22","1237657877538210304",115.864517747239,22.1250162581538,22.31179,20.06584,18.65296,17.87574,17.36921,0.269582200936972
"23","1237657877538210816",115.864198285038,22.1459157526372,24.91191,21.98098,20.60732,19.89688,19.45394,0.145315360583188
"25","1237660344460116736",115.977179636058,22.1624887332358,23.42987,21.66789,20.31493,19.59469,19.09085,0.137352043316312
"27","1237660344460116736",116.001651966928,22.1352243584694,24.89967,21.58852,20.14728,19.45353,19.14589,0.142072121215961
"31","1237657877538210560",115.846770477232,22.173121841159,25.09109,21.25273,19.84006,18.96928,18.41642,0.144167183745097
"32","1237660344460050944",115.944155912909,22.0750791292066,23.20121,20.38214,18.99176,18.27758,17.89542,0.196064447568219
"33","1237660344460050944",115.973784632107,22.0838276652532,21.89508,19.52518,18.07648,17.28886,16.83546,0.201398720757466
"34","1237660344460116736",115.973606347543,22.1662229872546,22.02221,20.18426,18.7604,17.98424,17.54256,0.251485015972604
"37","1237657877538276096",115.957294200421,22.2077299376613,23.69965,21.15781,19.72324,18.9631,18.47752,0.143312460605128
"39","1237657877538210560",115.834959088944,22.110387788336,23.36998,21.08594,19.68242,18.87359,18.39649,0.151245873810672
"40","1237657877538210816",115.834061573096,22.1168974611776,24.88508,21.90908,20.54994,19.86628,19.39837,0.144821121990612
"41","1237660344460116224",115.996970416055,22.2035471910602,23.86332,21.09401,19.64713,18.88454,18.37655,0.144085322469471
"43","1237657877538210816",115.834972058488,22.1498844074841,22.58871,21.14907,19.80099,19.08825,18.66207,0.156070511030404
"45","1237657877538275840",115.994528397934,22.2198418853094,23.12672,20.89748,19.41014,18.69107,18.25834,0.163101601233854
"47","1237660344460051456",115.945632679767,22.1116303077385,24.54097,21.2723,19.81843,18.97268,18.47962,0.141729847013098
"48","1237660344460051456",115.945400183937,22.0993332228563,22.64957,21.32647,19.8656,19.09137,18.56547,0.158604701575791
"49","1237660344460050944",115.894892037156,22.053507245973,21.85726,19.48315,18.16795,17.46038,17.04694,0.218370660574284
"52","1237660344460051456",115.935953864048,22.1280603916201,25.24684,21.80888,20.43665,19.56186,19.09549,0.146079245118617
"53","1237660344460051200",115.960153181367,22.0556698990339,24.35177,21.16881,19.72073,18.86069,18.3476,0.142746047773867
"54","1237657877538210304",115.827784685747,22.2007676876476,22.16396,19.71075,18.2925,17.59033,17.15764,0.264789355723826
"55","1237660344460116736",115.998482986594,22.1498421301917,24.42262,21.27769,19.79643,19.00257,18.54188,0.140531685818574
"58","1237657877538276096",115.855358412561,22.210965324462,23.57243,20.91626,19.53118,18.80892,18.43186,0.146242896799113
"62","1237660344460050944",115.948063906919,22.0632112663192,24.18283,21.51622,20.15485,19.44003,19.19041,0.136328117023834
"69","1237657877538210560",115.851917600909,22.0894309461691,23.18941,20.64824,19.20124,18.34301,17.84846,0.189148412128133
