"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"7","1237662269149872384",232.704359437614,6.20178668437237,20.97347,19.72568,19.19358,19.03088,18.91906,0.937316687131176
"11","1237662269149872128",232.688520260255,6.21507865546582,18.85543,17.21769,16.56927,16.34115,16.20378,0.945428161332827
"13","1237662262713975040",232.713768120575,6.06802530122169,20.87861,19.57692,18.97941,18.74828,18.66866,0.936628563060995
"15","1237662269149872128",232.634082166002,6.21170307472734,17.98373,16.84958,16.34164,16.12353,16.01268,0.953757546541436
"17","1237662269149806592",232.582639597406,6.14430785148178,18.1659,16.37199,15.71377,15.51828,15.36974,0.949659725351421
"25","1237662269149872384",232.710766017615,6.16821865986247,18.86252,17.57314,17.09283,16.92619,16.83949,0.964903733188122
"28","1237662269149872384",232.735885662447,6.1821243808479,19.93319,18.38354,17.7651,17.54259,17.41751,0.959406438474535
"33","1237662269149872384",232.677748487821,6.1591257504382,20.44707,18.89566,18.29599,18.08611,17.962,0.943447876319657
"35","1237662262713975040",232.678707014884,6.08872271411694,20.39319,18.99367,18.43572,18.21087,18.13738,0.94516338543758
"37","1237662269149872128",232.646101077244,6.15807108860986,18.30673,16.86086,16.3177,16.12848,16.03344,0.962274491965105
"39","1237662269149872384",232.675057196359,6.20265650935085,19.74109,18.18207,17.60955,17.37734,17.23382,0.964072621993861
"40","1237662269149872384",232.699656552351,6.12532838328294,21.06061,19.70435,19.15882,18.99533,18.88388,0.934365813728822
"41","1237662262713975040",232.676821900183,6.09077175650227,20.56811,19.41145,18.9108,18.71837,18.6141,0.948266310411882
"42","1237662269149806592",232.612341233861,6.14438936966594,19.05385,17.57823,17.0016,16.81048,16.69228,0.96384494555326
"43","1237662262713909504",232.611362113671,6.04957530785985,19.50867,17.96476,17.41608,17.20613,17.10139,0.967995599277611
"45","1237662262713909504",232.668766266612,6.09047798106192,18.85596,17.38128,16.8367,16.65637,16.58187,0.965608916239242
"46","1237662262713909248",232.580480880477,6.06396123189372,18.76379,17.34624,16.73189,16.503,16.39255,0.957298474629912
"47","1237662262713975040",232.702766002453,6.09334673588016,19.51842,17.97668,17.45734,17.31243,17.26417,0.972847871357606
"48","1237662262713909248",232.576605424308,6.05541144928467,19.10678,17.86448,17.37397,17.21466,17.14622,0.967559206421707
"49","1237662269149806592",232.601518372106,6.20568418009929,18.97615,17.54159,16.99058,16.78779,16.68615,0.964035669379099
"57","1237662269149872384",232.661468133343,6.18070741545803,20.21222,18.4775,17.83165,17.59651,17.45202,0.947720928597617
"58","1237662269149806848",232.570059658877,6.14478990602752,19.41256,18.05419,17.53342,17.32825,17.27776,0.969330318460973
"62","1237662262713909504",232.660767489968,6.11997570419083,21.01223,19.53697,18.93872,18.70714,18.57497,0.932309721253112
"65","1237662269149872128",232.685529030076,6.12548564308459,18.91787,17.89232,17.33769,17.20203,17.21133,0.961239272352641
"66","1237662269149872384",232.736940111776,6.1496040664835,19.08266,17.85124,17.3364,17.1625,17.04861,0.966385450609143
"67","1237662269149872384",232.684790945924,6.21127322428469,19.53802,17.79738,17.13089,16.88122,16.7406,0.943157811035168
