"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"3","1237663229610099200",310.734421746757,76.1305350893697,20.71163,19.49011,18.96517,18.76263,18.63168,0.969971183954883
"5","1237663229610164736",311.210527320526,76.0332038579736,19.53618,18.13723,17.51768,17.25321,17.11894,0.932968828469045
"7","1237663229610164992",310.858431727319,76.0013001799948,21.67055,20.78687,20.17611,19.88289,19.61421,0.713961609861371
"8","1237663229610164992",311.172771602194,76.1149488417158,21.81302,21.27819,20.74777,20.47986,20.15508,0.416092835327303
"15","1237663229610164480",310.89280273308,76.0515445766175,20.63582,19.24445,18.79858,18.62931,18.48782,0.976043494754911
"17","1237663229610164480",311.131833192006,76.1612912702316,20.8286,19.51082,18.954,18.7878,18.66569,0.964922658719871
"18","1237663229610164992",311.38543372786,76.0701969337059,21.47156,20.16389,19.62304,19.40975,19.25377,0.888924384012492
"19","1237663229610164480",310.786569995271,76.0467412406496,19.45163,18.33786,17.75667,17.54375,17.35371,0.958811524691984
"21","1237663229610099200",310.855060068133,76.1465962281241,19.17236,17.76229,17.15954,16.92694,16.75584,0.945772775765236
"31","1237663229610165248",311.033488152862,76.0973268929537,22.08534,20.90242,20.2788,20.08212,19.99405,0.543250459406636
"32","1237663229610164992",311.025763182561,76.1485782995814,22.07926,20.62148,20.02144,19.83765,19.67813,0.671724702365985
"33","1237663229610164736",311.029141634456,76.0118653697317,20.24889,18.85632,18.23483,17.95403,17.84522,0.955199516611369
"35","1237663229610164736",311.083977682108,76.0730023972936,21.03802,19.84359,19.33844,19.08879,18.95689,0.950724352814453
"36","1237663229610099200",310.950832244224,76.1365967839017,21.07477,19.72738,19.13598,18.99194,18.76387,0.952403953269421
"39","1237663229610164736",311.154265687757,76.1149874912743,19.04816,17.74272,17.19569,16.97147,16.84899,0.963616307771498
"40","1237663229610164736",311.156865367339,76.1230964239621,19.81045,18.47418,17.86321,17.65519,17.4847,0.953954477148758
"41","1237663229610164736",311.298535164569,76.0844623639924,20.16422,18.96489,18.45024,18.22729,18.15046,0.976082100761466
"45","1237663229610164736",310.849658617648,76.0096098400833,19.96194,18.64129,18.02437,17.77391,17.60684,0.952491414769542
"46","1237663229610164736",311.087393473387,76.0814362548658,19.33373,17.94373,17.32326,17.04231,16.89532,0.929142308697257
"47","1237663229610164736",311.091840026725,76.0779497824876,21.20357,19.68682,19.07441,18.80186,18.73425,0.937965301954662
"50","1237663229610165248",310.948953165211,76.0332101068082,22.10125,21.15665,20.55962,20.36065,20.0748,0.450180869906102
"51","1237663229610099456",310.74414357112,76.0944309176055,21.5459,20.39348,19.78246,19.63373,19.29295,0.850569765934504
"52","1237663229610099200",310.830643938483,76.1087172012764,19.74501,18.40515,17.87527,17.6838,17.54441,0.967394989172974
"59","1237663229610164992",311.068473285704,76.1030927613778,21.8681,20.64511,20.03899,19.88227,19.69851,0.699165845961165
"66","1237663229610099456",310.877616870582,76.106496959256,21.4193,20.40997,19.85848,19.64346,19.27885,0.866417145367018
"67","1237663229610164992",311.110534473447,76.0313743706263,21.51206,20.45504,19.91531,19.69643,19.61304,0.804494176699941
"68","1237663229610164736",311.239133816006,76.1203651282737,21.89122,20.40517,19.83385,19.57746,19.35971,0.795695810966459
"69","1237663229610099456",310.818394611661,76.1457762646722,21.64131,20.89191,20.31462,20.10592,19.84792,0.627079273828743
"70","1237663229610165248",310.99533438701,76.0209923714843,22.34959,21.19123,20.59231,20.36792,20.14054,0.404817069805615
"71","1237663229610164480",311.291963666638,76.0128195768848,18.8683,17.55926,16.99804,16.76616,16.62216,0.964118550694919
