"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"3","1237648720667870208",120.678250541932,-0.535494150032406,21.30236,19.08958,18.19657,17.91475,17.77497,0.87653668261043
"4","1237648720667935232",120.759149379717,-0.471841041049108,21.9852,19.6269,18.67806,18.26552,18.01874,0.795438842316941
"6","1237648720667870208",120.686692978466,-0.519790855142032,21.51558,19.4084,18.5911,18.34106,18.2046,0.820603947182736
"10","1237648720667935744",120.819082412317,-0.577401645277144,22.27867,20.23643,19.3235,18.96399,18.81357,0.557563351095413
"11","1237648720667934976",120.791473863491,-0.508399529602322,20.13364,17.81705,16.88261,16.53498,16.37846,0.870060310263232
"15","1237648720667870208",120.664653702475,-0.52977192014915,20.9384,18.93826,18.04982,17.7356,17.5846,0.872255184084662
"19","1237648720667935232",120.741910091716,-0.596219758625119,20.44196,18.41209,17.63901,17.37065,17.23557,0.889465802536922
"20","1237648720667869696",120.665683643988,-0.553535549882985,18.98892,17.00274,16.10126,15.78766,15.62066,0.878107058132886
"21","1237648720667869696",120.655866352294,-0.58307216009514,19.25871,17.09592,16.19163,15.85926,15.69282,0.881151685978722
"24","1237648720667935232",120.705314961005,-0.519421263454013,20.43254,18.31852,17.46096,17.14228,16.9895,0.890393949966084
"25","1237648720667870208",120.673516172131,-0.482304825861346,20.71791,18.91756,18.15501,17.89059,17.75429,0.838393840146434
"36","1237648720667935232",120.743621007516,-0.583453218460079,21.46055,19.57179,18.68211,18.36986,18.19967,0.801760960006353
"37","1237648720667935232",120.743680725455,-0.54773179310722,20.38826,18.2626,17.41664,17.09907,16.93632,0.89070497036585
"46","1237648720667870208",120.701635658185,-0.493625824981196,20.7603,19.0186,18.25953,18.00394,17.84082,0.827151406827683
"50","1237648720667935232",120.770523731094,-0.53371496160006,20.56723,18.39066,17.53223,17.19512,17.03183,0.896586170391942
"51","1237648720667869696",120.659523278833,-0.482673252585411,20.76756,18.62975,17.76438,17.48408,17.35475,0.897092419506399
"54","1237648720667935744",120.79735605911,-0.503124239316779,22.49092,20.24541,19.33851,18.97345,18.8181,0.516937884898735
"57","1237648720667935232",120.729147622429,-0.472883820840603,20.79919,18.64171,17.71182,17.37055,17.12174,0.892005932397606
"58","1237648720667934976",120.728262689538,-0.435912182360388,18.75447,16.79674,16.02836,15.79134,15.63981,0.897707011158594
"60","1237648720667869696",120.654488364759,-0.584412558161422,21.07225,19.08846,18.24039,17.91055,17.75488,0.862431945292333
"62","1237648720667935488",120.778945907178,-0.441641460369588,21.55992,19.21005,18.2553,17.86941,17.6889,0.873402138850878
"65","1237648720667870464",120.691521659538,-0.501895487178904,22.16319,20.19511,19.29783,18.97437,18.75452,0.598583906650813
"70","1237648720667870208",120.668839312876,-0.512902262263041,19.09506,17.22481,16.45016,16.21259,16.10536,0.899297271297383
"71","1237648720667869696",120.668072408017,-0.430672957714076,20.40705,18.16496,17.25396,16.89551,16.71349,0.879487793002393
"73","1237648720667934976",120.818004028863,-0.472984026007026,21.88486,20.07523,19.21797,18.89752,18.71729,0.661745888283554
"80","1237648720667935488",120.808118068578,-0.583132417979385,20.03435,17.66079,16.86918,16.62557,16.51621,0.921880745222864
"84","1237648720667870464",120.703482241177,-0.530312124176476,22.45948,20.26167,19.31017,18.97327,18.79387,0.523944268217325
"88","1237648720667935488",120.816044790748,-0.547265302439127,21.5615,19.40147,18.5124,18.12593,17.92878,0.843140334411596
"93","1237648720667934720",120.711257493092,-0.48715672699188,20.63001,18.71659,17.94205,17.71418,17.56489,0.865984042184299
"95","1237648720667870208",120.661356531748,-0.576941941457827,19.28383,17.15394,16.23851,15.88548,15.68948,0.860944318255655
"99","1237648720667870208",120.679263538606,-0.553761502452764,21.71663,19.96604,19.17317,18.89126,18.80138,0.674891951129824
"100","1237648720667870208",120.680192891442,-0.45091286533805,21.54853,19.53761,18.60911,18.28891,18.14399,0.807071976258137
"103","1237648720667935232",120.749345322754,-0.447693128860861,19.61927,17.58458,16.80456,16.53242,16.3914,0.891132523012692
"110","1237648720667935232",120.773236987668,-0.514396622071871,21.01219,18.99964,18.22779,17.94779,17.79838,0.866927419162256
"112","1237648720667935488",120.780388354124,-0.573265787599681,19.50145,17.48385,16.71505,16.44559,16.3183,0.895548646389152
"113","1237648720667935488",120.780171616413,-0.465336523711764,21.84886,19.88416,19.11067,18.84519,18.68675,0.701092019530408
"114","1237648720667935488",120.783490593947,-0.447097116855089,21.26723,19.16516,18.38046,18.07689,18.01864,0.847392548724039
"115","1237648720667935488",120.815286668819,-0.542207040161709,20.76649,18.66374,17.77431,17.41013,17.24335,0.888466427760045
