"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"4","1237657596225520128",126.388800840983,40.7927118531753,24.06771,22.11399,21.10895,20.59415,20.17633,0.151871841776598
"5","1237657596225520128",126.273585593109,40.8935457720813,21.97364,21.90202,20.91199,20.50312,19.92915,0.1516880495756
"9","1237657609110159616",126.470720360761,40.7779231682942,23.24627,20.82856,19.88495,19.41907,18.95547,0.143189472447456
"10","1237657596225520128",126.383018343011,40.8580407279944,21.71272,21.39217,20.40792,19.9673,19.27138,0.142959800312397
"11","1237657609110159616",126.42500805439,40.7346763967263,22.71733,20.91086,19.94026,19.43532,18.98517,0.141654419000037
"13","1237657609110159872",126.450057308846,40.8130513350104,23.31771,21.4637,20.55388,20.11998,19.81003,0.152052213603104
"15","1237657596225454592",126.274712459008,40.8350482706509,23.88144,22.6461,21.7489,21.2519,20.49639,0.151448582357403
"17","1237657596225520128",126.307847408267,40.8917934548658,23.19114,22.12007,21.09786,20.57405,20.04503,0.153376618384959
"19","1237657596225519872",126.434195249413,40.8413395328475,22.25067,20.43334,19.54941,19.14184,18.9727,0.127127759619758
"21","1237657596225520128",126.283751366206,40.864460549105,24.38136,22.89104,21.8618,21.36525,20.59237,0.15086332039749
"24","1237657596225454336",126.3405436054,40.7535747122255,21.60505,19.88856,18.9068,18.46549,18.02672,0.118079160250704
"29","1237657596225454592",126.291400560132,40.7622280889075,22.5284,22.55829,21.64513,21.23341,20.56587,0.152495482587826
"30","1237657596225520128",126.374081479245,40.8437175702528,23.47369,21.73331,20.86878,20.3629,19.89755,0.153200554831306
"32","1237657596225520128",126.398375030053,40.8465264325001,22.01235,21.53852,20.51126,20.03873,19.35458,0.14848491931796
"38","1237657596225520384",126.43062418809,40.8976960331055,24.31617,22.53268,21.64301,21.25571,20.6822,0.151098696163948
"44","1237657596225520128",126.297631485434,40.8690485127532,22.33127,21.62923,20.72664,20.36005,19.6359,0.153166421414346
"46","1237657596225454592",126.265954925245,40.8667231621853,25.21632,21.96477,21.0824,20.61875,20.36071,0.150730950732623
