"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"2","1237659326552343040",207.21577541868,58.8064727766192,22.9645,22.46414,21.72497,21.50347,20.87257,0.15570350121917
"3","1237659326552343040",207.26848652103,58.8948213828593,23.10417,22.897,22.15521,21.9011,21.45447,0.152108286266623
"5","1237659326552343296",207.313004593545,58.8848821771846,23.71256,22.72462,21.95881,21.71208,21.48781,0.151998424841263
"6","1237659326552343040",207.189816683246,58.7442916434021,23.62537,21.98986,21.18373,20.95411,20.62707,0.15847613258613
"7","1237659326552342784",207.123832112077,58.8499670086008,23.1193,22.79798,22.11781,21.88227,22.88102,0.151117817905297
"8","1237659326552342784",207.182391420298,58.7278234387872,22.62717,21.81442,21.07371,20.9145,20.74452,0.165266116204892
"9","1237659326552408320",207.382382776167,58.8235201287158,23.05099,22.75222,21.95529,21.66015,21.1439,0.153359233410302
"10","1237659326552278016",207.084422247755,58.8619149872561,24.98865,23.3658,22.66466,22.38159,21.50932,0.150478215190285
"14","1237659326552342784",207.229998845575,58.774198472161,22.05442,21.46559,20.77239,20.54779,20.22428,0.173775939281082
"15","1237659326552343296",207.34190071275,58.8905385368906,23.04141,22.71994,21.95928,21.64644,21.3938,0.153110787384041
"17","1237659326552343296",207.190977560131,58.868045517049,24.84669,23.34479,22.58834,22.39737,21.24141,0.150525442699948
"18","1237659326552342784",207.32008150652,58.8302087260519,21.53751,20.52028,19.77453,19.54095,19.0951,0.154475613065709
"19","1237659326552343040",207.161953048292,58.8827689809334,24.00922,23.19032,22.38496,22.12559,21.8828,0.150779033798405
"22","1237659326552343296",207.2716061588,58.8505337033649,23.12488,22.68089,22.01631,21.72354,21.69552,0.152523231477377
"23","1237659326552343296",207.271202713724,58.7874105444383,22.44177,22.15199,21.37528,21.2459,21.06151,0.159526167753318
"26","1237659326552343296",207.274456883764,58.7780162500492,23.68141,23.1545,22.36652,22.13673,21.75857,0.150972498778694
"30","1237659326552342784",207.193663656878,58.8250457321281,21.93124,20.60411,19.95609,19.83349,19.45743,0.175352462301613
"39","1237659326552343296",207.242163468088,58.7934972992324,23.23229,21.59299,20.78362,20.49613,19.95418,0.169262743986333
"40","1237655108919755264",207.061363194631,58.733868939688,22.95825,21.50467,20.82229,20.58507,20.16472,0.17161051603457
"44","1237659326552343296",207.253651110542,58.7594708022282,23.42446,23.00488,22.16393,21.95736,21.27935,0.151733537037023
"47","1237659326552342784",207.185338458773,58.8929533892966,21.89005,21.4366,20.68978,20.46984,19.80704,0.174584326589985
"49","1237659326552343296",207.293069717184,58.7890861149664,22.3319,22.03475,21.25558,21.07656,20.53321,0.163882008352169
"50","1237659326552342784",207.291157911286,58.7406549362091,21.82901,20.89811,20.1799,19.90621,19.60917,0.173000861782373
"52","1237659326552342528",207.138260600275,58.8370929135085,21.72007,20.05904,19.31972,19.12495,18.71198,0.159316345092047
"55","1237659326552343296",207.324287546573,58.8346419349935,23.63487,22.31438,21.49604,21.19419,20.68943,0.155645702816022
"56","1237659326552343296",207.324887456905,58.8867884923339,23.18524,22.5917,21.92949,21.75852,21.02256,0.15362140319783
"57","1237659326552342784",207.080513238204,58.8351850203558,23.37224,22.02964,21.19835,21.05694,20.88094,0.158594866947251
"64","1237659326552342784",207.264931852633,58.7624091919844,21.84953,21.18631,20.40704,20.23401,19.9522,0.173564392920494
"66","1237659326552343040",207.167425553484,58.7400431440145,22.99004,22.95832,22.16656,21.8546,22.45787,0.151308249287616
"67","1237659326552342784",207.261098281698,58.8101427927133,22.8934,22.20961,21.48557,21.22318,20.56108,0.159572256706879
"69","1237659326552343296",207.218042315489,58.7467085437093,24.7302,23.1791,22.5047,22.27843,22.42204,0.150489494908157
