"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"12","1237667536401662720",162.15427327725,22.1863129766145,24.27972,21.54578,21.22557,21.13244,20.60826,0.155108306357128
"13","1237667536401662464",162.121314451234,22.1691940397508,23.0052,21.04727,20.65919,20.57958,20.45093,0.170867807719187
"17","1237667549270180096",162.019115759663,22.2915703234275,22.31763,21.05839,20.71837,20.58525,20.24633,0.17633316493956
"18","1237667549270180096",162.062351550327,22.2137539784615,20.01941,20.06612,19.73676,19.53055,19.50047,0.0986439641737147
"19","1237667536401662464",162.064149648165,22.1465187504837,23.65102,22.78973,22.37725,22.30479,22.23585,0.150871125598562
"22","1237667549270180096",162.068351998517,22.3029153550456,22.36418,21.85322,21.5646,21.31463,21.23596,0.159133452166001
"23","1237667549270180096",162.069081388149,22.2683443035004,22.02208,21.60477,21.25239,21.16301,20.564,0.165760148659188
"25","1237667549270180608",162.122553297108,22.3094276148034,23.32914,21.7114,21.31374,21.14817,20.3844,0.160093968847926
"26","1237667549270180352",162.10328164245,22.1897710367737,22.50887,21.88047,21.52992,21.35439,21.15288,0.158941406465253
"28","1237667536401662720",162.124152603376,22.1773514301488,22.69086,22.60009,22.32326,22.15666,21.69645,0.152026736444376
"31","1237667549270180096",162.005361212054,22.1970025927042,21.95923,21.1419,20.79852,20.63537,20.63451,0.17266180191283
"32","1237667549270180096",162.005301062881,22.2067554399665,22.03507,21.38706,21.02043,20.76281,20.69637,0.169374994021481
"33","1237667549270245888",162.141472292995,22.2653155315584,22.57339,21.54663,21.27252,21.04992,20.52898,0.165759479848711
"35","1237667549270180352",162.00372010683,22.2649342899793,22.61686,21.86093,21.58904,21.52133,21.22876,0.157812800271093
"38","1237667536401728000",162.169950567718,22.1428796101176,24.09203,22.75862,22.42573,22.21614,21.94216,0.150806361572723
"39","1237667536401727744",162.168416440536,22.1647221343251,20.89573,20.02439,19.66809,19.54358,19.44802,0.142249540030188
"40","1237667549270180096",162.012732572982,22.3034433455955,21.3538,20.43616,20.16235,20.07091,19.93164,0.166166476701877
"41","1237667549270245888",162.129015809989,22.3027791796495,23.50189,22.54735,22.17025,22.0327,21.84946,0.151546056760011
"42","1237667549270180096",162.052626094145,22.2938198152313,20.98597,20.03731,19.65641,19.56327,19.48533,0.145582382065429
"45","1237667549270180352",162.110556631106,22.2136722592118,23.01206,22.17064,21.75376,21.67073,21.7718,0.153736510352248
"46","1237667549270245888",162.140107575354,22.2829192402164,22.50801,22.05083,21.62815,21.49681,20.98616,0.157814056734411
"47","1237667549270180352",162.00928415683,22.2983094745386,23.99161,22.27958,21.97433,21.71792,22.45525,0.15125769280292
"52","1237667549270245888",162.177134073336,22.280414308506,21.37747,20.42837,20.02161,19.81386,19.9779,0.161978702249165
"57","1237667536401662720",162.125975115557,22.1480869144299,24.06302,22.83229,22.53734,22.43065,21.82452,0.150733275026392
"59","1237667536401662464",162.077961587842,22.1568769747869,22.10971,21.1636,20.72099,20.46104,20.04362,0.176130243075287
"63","1237667549270180352",162.02349963836,22.2036933121464,23.41002,22.64108,22.23333,22.07491,21.73552,0.151531694235795
"66","1237667549270245888",162.174548970774,22.2015355044715,21.15125,20.39485,20.02715,19.92388,19.95996,0.155236830108264
"67","1237667536401662208",162.134342719899,22.1548169277286,20.71392,19.78146,19.45347,19.32861,19.20522,0.145310007950222
"74","1237667549270180352",162.068227010322,22.2920329960898,23.45234,22.61356,22.35582,22.26882,21.80749,0.151286745540277
"75","1237667549270180096",162.067525262012,22.2402965353826,20.15104,19.29669,18.9532,18.81453,18.79132,0.229492871981538
"78","1237667536401662464",162.049148154624,22.1590353484981,23.21863,22.30876,21.96244,21.79471,21.6705,0.15279649104965
"79","1237667549270180352",162.047892481102,22.2068146379935,22.84504,22.53919,22.25049,22.10712,22.24577,0.151628841528081
"82","1237667549270180096",162.002385438772,22.2535912917187,20.95196,20.09258,19.79917,19.68063,19.59547,0.145603173304296
"86","1237667549270180352",162.074424568735,22.1866977193489,22.80101,22.62774,22.28715,22.17871,22.04372,0.151638710158173
"87","1237667549270180352",162.027240467892,22.2504995754489,23.47846,22.25323,21.91682,21.66572,21.88505,0.152436675362857
