"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"1","1237656567037887488",311.513953799836,-1.07155950328174,21.4912,19.54221,18.69619,18.34795,18.1269,0.778724462172389
"2","1237656567037953024",311.733861228945,-1.22241422293328,21.01487,19.12378,18.33854,18.05977,17.82726,0.843663705957473
"3","1237656567037952512",311.607357751217,-1.250417488669,20.67116,18.99751,18.27544,18.04717,18.01429,0.82194475579312
"4","1237656567037953024",311.661960655298,-1.16419426203904,21.11786,19.38054,18.6539,18.34774,17.87943,0.860015884757755
"5","1237656567038018560",311.746933592111,-1.05091176071734,21.40413,20.00306,19.27633,18.98006,18.80277,0.744129879093664
"6","1237656567038018048",311.780383174334,-1.07960160704024,20.95272,19.3467,18.64804,18.36683,18.21542,0.821247094870455
"7","1237656567037952768",311.631651814319,-1.23053369282665,20.8661,18.86302,17.97892,17.6798,17.48137,0.844215056037217
"8","1237656567037952768",311.630645437329,-1.06615641824813,21.38503,19.47731,18.75628,18.49501,18.35729,0.791052910009865
"9","1237656567037952768",311.631555037222,-1.06865458245694,20.11307,18.49959,17.69461,17.40058,17.18401,0.848608879810796
"10","1237656567037886464",311.474474399959,-1.06817841103931,20.45363,18.99454,18.29354,18.09373,17.92031,0.829822846768387
"11","1237656567037952768",311.641890698258,-1.25837496665204,20.00753,17.80613,16.91631,16.65085,16.47631,0.839457713984213
"12","1237656567037887232",311.472865681019,-1.15699429676709,21.32881,19.45536,18.74417,18.50153,18.32264,0.804572835938039
"13","1237656567037888256",311.508429143046,-1.1961692353887,22.6134,20.34033,19.56707,19.27685,19.08067,0.436156728393412
"14","1237656567037887488",311.578323786861,-1.24857066421974,21.6717,19.76142,19.00749,18.71642,18.54812,0.739601570368923
"15","1237656567037887488",311.560623502407,-1.23907255395416,21.33555,19.519,18.76366,18.4616,18.33915,0.786787094233618
"16","1237656567037887232",311.462566940536,-1.07480800863896,20.37967,18.35495,17.57705,17.31232,17.13005,0.883858437232651
"17","1237656567037886976",311.560861695089,-1.07978524555739,20.06528,17.95268,17.14205,16.78749,16.60897,0.832022185194544
"18","1237663542064120832",311.461416453571,-0.933150446015088,21.09286,19.29912,18.5997,18.30533,18.17773,0.820562226137631
"19","1237656567037887488",311.501525078333,-1.1078849294345,21.4447,19.22085,18.33997,17.98409,17.75379,0.803957911655724
"20","1237656567037887488",311.502125859315,-1.05149186445995,21.41,19.34089,18.5413,18.22603,18.03447,0.803080183252334
"21","1237656567037887744",311.491095965186,-1.10438449284498,21.5987,19.84638,19.11929,18.8555,18.60679,0.756692431991315
"22","1237656567037952512",311.601050197034,-1.16463269831591,20.46261,18.67772,17.94559,17.71667,17.53354,0.873424805156902
"23","1237656567037887232",311.4907766658,-1.08770047715486,21.91792,19.74537,18.96705,18.65728,18.52265,0.691325466223162
"24","1237656567037953024",311.671428632222,-1.1733545198977,20.50615,18.61324,17.83389,17.54921,17.34668,0.871584151382711
"25","1237656567038018560",311.767093371681,-1.16346256736223,22.13187,19.99895,19.10872,18.78122,18.55596,0.621828082521206
"26","1237656567037888512",311.557906238891,-1.18962269231368,22.97508,20.39495,19.61334,19.32271,19.12566,0.344439646991778
"27","1237663542064251136",311.689182007261,-1.0167032970069,21.54913,19.64836,18.86128,18.56922,18.39878,0.762586621691074
"28","1237663542064186112",311.5580228742,-1.00602891740458,21.78393,19.82056,18.94574,18.62403,18.44633,0.705511892815629
"29","1237663542064186112",311.562563936788,-0.99407099009303,20.21196,18.11066,17.32853,17.02975,16.92474,0.882199437820114
"30","1237663542064185856",311.644653042217,-1.04322667456148,22.32067,20.4006,19.62852,19.2625,19.16403,0.478139726783941
"31","1237656567037953024",311.712110296272,-1.25871796038248,20.68727,18.82822,18.11141,17.8369,17.69452,0.863839932324291
"32","1237656567037953024",311.711051620713,-1.25689042071633,19.34532,17.52862,16.79903,16.48763,16.36746,0.880307409977417
"33","1237656567037953024",311.683552218793,-1.16574162207529,20.6117,18.41544,17.54769,17.25571,17.07899,0.863159382357679
"34","1237656567037887744",311.589417755713,-1.19552343595842,20.59377,18.90283,18.19501,17.93372,17.78004,0.852432244447834
"35","1237663542064120832",311.496364579227,-0.978247654706383,19.4273,17.51007,16.77409,16.49912,16.36188,0.888767957197025
"36","1237656567037953024",311.692417526524,-1.0956870340793,19.32946,17.60137,16.86955,16.60922,16.47018,0.886782719908272
"37","1237656567038018816",311.759841845681,-1.07700312178789,21.75289,20.12549,19.42628,19.11972,18.99148,0.664298527885674
"38","1237656567037886976",311.538593184163,-1.22878850408576,18.73437,16.72727,15.97062,15.6632,15.46949,0.869580394773621
"39","1237656567037887488",311.538343959034,-1.16209174195993,21.10697,19.18801,18.36165,18.03956,17.83216,0.827260611069655
"40","1237656567037953536",311.640006660861,-1.2195212039015,22.15812,20.33706,19.48722,19.17762,18.96138,0.551918999692867
"41","1237663542064186368",311.585193072947,-0.954858158458491,21.00875,19.16344,18.36844,18.06674,17.89962,0.829766398596444
"42","1237656567037953024",311.708656062966,-1.15853436415683,19.79029,17.9041,17.10009,16.82486,16.66227,0.867512842610483
"43","1237656567037952000",311.599644335381,-1.10771988353683,19.95318,17.8919,17.0683,16.76488,16.6187,0.856859159257724
"44","1237656567037887488",311.500334866797,-1.25477132151963,20.34036,18.42292,17.70375,17.44239,17.31324,0.88843630183552
"45","1237663542064120832",311.499502038852,-1.0042993213022,21.64259,19.31092,18.47402,18.16467,18.0171,0.774699254807641
"46","1237656567037887488",311.556562661465,-1.13280207482242,21.88445,19.75731,18.93465,18.59811,18.46184,0.692519789695512
"47","1237663542064186112",311.556656045303,-1.014876421739,20.69214,18.87024,18.11216,17.80105,17.72911,0.846175208653821
"48","1237656567037952768",311.617275989311,-1.23036363182558,19.47062,17.62604,16.87356,16.6262,16.49306,0.892211881467635
"49","1237656567037952768",311.618428985827,-1.09239262844192,19.22544,17.20787,16.43334,16.18695,16.03569,0.896248186513426
"50","1237656567037952768",311.646627782968,-1.11775594557655,19.81665,17.94927,17.22818,17.04805,16.89563,0.903676895706999
"51","1237656567037952000",311.595200806981,-1.10367897261217,19.33464,17.14299,16.31102,16.04067,15.89537,0.873835317216922
"52","1237656567038018048",311.777643867957,-1.1954561946829,22.3685,20.3207,19.48004,19.14754,18.91673,0.510758287619236
"53","1237663542064251904",311.741367392529,-0.961933413293832,21.78953,20.14328,19.37681,19.08931,18.87497,0.671691433983093
"54","1237656567037887488",311.547505143711,-1.1944595499357,21.02064,19.01557,18.17069,17.82963,17.63206,0.836841910576266
"55","1237656567037952768",311.622521222584,-1.09969511231969,20.26567,18.46415,17.66666,17.40021,17.22715,0.869341527837059
"56","1237656567037952768",311.649570090053,-1.25555005088389,20.20098,18.47639,17.7755,17.57519,17.42577,0.880767184608231
"57","1237656567037952512",311.698300056723,-1.14317280251865,18.46871,16.53498,15.78389,15.52767,15.38509,0.90085566699351
"58","1237656567038018048",311.771019790493,-1.10435597614794,21.4719,19.92458,19.21717,18.90895,18.83541,0.72896582367374
"59","1237656567038018048",311.770996761281,-1.20486437633336,21.14855,19.03906,18.14508,17.78833,17.5744,0.824635245320635
"60","1237656567038018816",311.754841701558,-1.08657884836128,21.68094,20.3103,19.60686,19.40363,19.23223,0.608909083504045
"61","1237656567038017536",311.753648176647,-1.10768775084011,18.4947,16.49745,15.74599,15.49734,15.36648,0.904665619055525
