"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"1","1237671940351067136",304.952157165312,59.7121512375012,23.96238,20.4971,18.92728,18.15322,17.68789,0.179506621741602
"2","1237671940351067136",305.002544651376,59.7542222087752,22.26031,20.15648,18.52155,17.76418,17.2571,0.268185499935841
"3","1237671940351066624",305.143960993999,59.7054143448875,23.24422,21.27823,19.7016,19.06502,18.67177,0.132615919118663
"4","1237672026233963008",304.938653485801,59.6327095427227,22.69523,20.32187,18.73148,18.02919,17.55968,0.254958287817324
"5","1237671940351133696",305.328482236262,59.6220098610046,23.86058,21.05278,19.48724,18.79462,18.45963,0.138286990867845
"6","1237671940351133696",305.172030474228,59.6332166904737,23.12987,20.61967,19.0444,18.30089,17.93952,0.191214650836173
"7","1237671940351067648",305.201464258914,59.7980652319525,23.26903,21.65141,20.02224,19.4223,19.01349,0.124780568004156
"8","1237671940351134208",305.184690571033,59.626621836165,23.68447,21.62266,20.01369,19.23374,18.88337,0.131038839656365
"9","1237671940351068160",305.201617059945,59.8083121324022,22.7026,21.27741,19.70672,19.07776,18.63054,0.139053774063473
"10","1237672026233964032",304.959422554735,59.5823420286823,24.78548,20.64501,18.9871,18.25497,17.77939,0.154808885401028
"11","1237672026770901504",305.385848550309,59.7725314644215,23.58383,21.44523,19.73259,18.97813,18.587,0.135106812391941
"12","1237672026234030336",305.243566666111,59.5410996450867,25.73823,21.32159,19.77265,19.04569,18.59961,0.145895873077241
"13","1237671940351133440",305.321173575612,59.5527562877252,22.66426,20.17941,18.59306,17.82076,17.32035,0.277841893174418
"14","1237671940351199232",305.486817568038,59.5002089934079,24.16294,21.06623,19.53459,18.83777,18.40197,0.139743810932686
"15","1237671940351132416",305.266482741895,59.7512133654449,22.74579,20.2032,18.64049,17.96814,17.62136,0.254832585182913
"16","1237671940351067904",305.266362382605,59.7958697405587,21.20455,18.43191,16.72976,16.02328,15.66438,0.423523218684257
"17","1237671940351068672",305.187513843627,59.798240569632,24.34906,21.78608,20.19702,19.56725,19.23881,0.135379768991436
"18","1237671940351197440",305.519785394632,59.6140540799691,24.9396,21.80793,20.12562,19.474,19.11031,0.141376555098097
"19","1237671940351131904",305.317840076884,59.748618405534,22.34908,20.25292,18.72445,17.99745,17.62448,0.254605170365592
"20","1237671940351066880",305.203396722628,59.7439381076201,23.16732,21.71572,20.15092,19.3958,18.98075,0.128107445601863
"21","1237671940351133696",305.414469413642,59.7374159664893,24.29268,20.17794,18.64853,17.89215,17.48555,0.189119970754963
"22","1237671940351132928",305.291174410265,59.6405017681752,22.5001,19.17641,17.62519,16.91415,16.51529,0.331963780172072
"23","1237672026234030080",304.970225479149,59.5081491968123,24.84184,21.57927,19.97532,19.35249,18.89042,0.139926705407494
"24","1237671940351132672",305.09386547706,59.6054776017838,23.21653,20.18377,18.62976,17.95108,17.48301,0.248295014510231
"25","1237672026234029824",305.000314778528,59.5909287129955,22.78704,21.13145,19.57516,18.89061,18.47417,0.149418647493755
"26","1237671940351197184",305.508345523483,59.6457202338335,25.50042,20.81263,19.20885,18.59061,18.241,0.145999211565367
"27","1237671940351197184",305.439408183474,59.6102003099111,24.84059,21.8027,20.20767,19.60128,19.25157,0.140490131797881
"28","1237672026770900992",305.404417401065,59.7564526890643,23.95705,20.69263,19.01105,18.24005,17.81368,0.167366565179732
"29","1237671940351133184",305.336743826415,59.6297084757912,22.34124,19.82911,18.31015,17.59683,17.14211,0.29224066256464
"30","1237671940351067648",305.157381663342,59.7920921136605,21.15245,18.43374,16.80076,16.07099,15.60481,0.387485675126323
"31","1237671940351067392",305.032974370676,59.7471675666456,23.80932,20.76443,19.1182,18.35921,17.94457,0.163289665457561
"32","1237671940351198720",305.467988916943,59.4879694528539,23.82582,19.86593,18.30233,17.52103,17.04723,0.251422761515913
"33","1237671940351198464",305.469945496983,59.5723095809019,23.79541,21.6107,19.98062,19.28193,18.90717,0.130710645160123
"34","1237671940351198208",305.338097414293,59.53529033201,25.41408,21.67235,20.11658,19.37184,19.1459,0.144237961390327
"35","1237671940351197952",305.502507497018,59.491825790109,23.91723,21.39855,19.77513,19.14886,18.72938,0.132269326030281
"36","1237671940351134208",305.434486215656,59.6585819668759,23.66339,21.27908,19.72401,19.0971,18.58255,0.13545001035695
"37","1237671940351133696",305.370751559427,59.6749892161745,25.5327,20.30685,18.76087,18.00088,17.55144,0.155572032395688
"38","1237671940351068672",305.149736703999,59.7981525671256,23.16385,21.69246,20.03592,19.39585,18.89915,0.128502326413996
"39","1237671940351067904",305.10666753717,59.6313674315701,21.78048,19.35326,17.80055,17.05039,16.65189,0.160675309197312
"40","1237671940351133696",305.259513896333,59.6142059930202,23.84394,20.56253,18.91774,18.15201,17.64543,0.183012636807665
"41","1237671940351132928",305.339381027321,59.6910647899172,25.61214,21.78037,20.11668,19.36478,18.95225,0.146030806727072
"42","1237671940351199232",305.506846365422,59.513393564535,24.82159,21.43443,19.72034,19.00108,18.53152,0.1407762629606
"43","1237671940351197696",305.47165586409,59.5311228271257,24.24913,21.59552,20.00799,19.25291,18.83902,0.135683343111741
"44","1237671940351133440",305.437283593904,59.6201913826845,24.4309,20.62435,19.06069,18.39454,17.9728,0.154247407239752
"45","1237672026234030336",305.047787464427,59.6085967839381,23.02988,21.35195,19.79591,19.14799,18.73117,0.131773833814657
"46","1237672026234028032",305.047421359894,59.5844864638804,23.09801,20.63623,19.05436,18.36417,17.96394,0.189912165562247
"47","1237672026234030080",305.114711784297,59.5383832554862,24.246,20.61389,19.07789,18.47019,18.15095,0.150922329017203
"48","1237672026770900992",305.480064249353,59.8091553580345,23.16859,21.05956,19.53342,18.88152,18.48023,0.143456298473173
"49","1237672026234029824",305.008433813884,59.5718222396939,23.01757,20.79222,19.12336,18.37654,17.95995,0.186096427117944
"50","1237672026770900992",305.453496029401,59.7761128140478,22.45744,20.61188,19.01389,18.34951,17.95394,0.212172979294411
