"","objID","ra","dec","psfmag_u","psfmag_g","psfmag_r","psfmag_i","psfmag_z","ratings"
"1","1237668758310555136",301.328939682055,-10.5762658528778,24.1264,24.10852,22.37293,21.27132,20.59643,0.150373982202602
"2","1237668758310555648",301.329143434034,-10.705972810536,25.865,23.89847,22.23468,21.1578,20.38809,0.150373981446663
"3","1237668758310620672",301.436972487304,-10.6873849480765,23.6037,24.24478,22.50527,21.45614,20.72424,0.150373982008092
"4","1237668758310620672",301.374030604954,-10.7528010087238,24.01462,24.03635,22.33353,21.19108,20.7329,0.150373982107051
"5","1237668758310489856",301.172111013058,-10.6442513818064,24.04659,23.56095,21.90085,20.80305,20.16706,0.15037397559333
"6","1237668758310553856",301.429752389605,-10.5971289810781,24.65285,23.5393,21.94532,20.8788,20.21474,0.150373980919978
"7","1237668758310555392",301.30010086703,-10.6620601620248,25.01545,24.55634,22.83776,21.80238,20.92771,0.150373981323092
"8","1237668758310619904",301.427069289048,-10.6814740473535,23.54936,24.00366,22.25781,21.1451,20.36057,0.150373979677884
"9","1237668731993394688",301.2035166067,-10.8193298245567,25.95055,24.07514,22.43513,21.39712,20.92016,0.150373981250838
"10","1237668731993394688",301.203287472535,-10.8042563467559,22.99963,23.97622,22.38576,21.33881,20.62595,0.150373977587751
"11","1237668758310555648",301.39735594584,-10.6088844716377,25.60529,24.55546,22.94226,21.95884,21.67267,0.150373981061183
"12","1237668758310555648",301.398867328903,-10.6182554306464,23.04421,24.1979,22.49449,21.39445,20.68239,0.150373980155171
"13","1237668731993391616",301.195909582809,-10.7504286231937,23.10061,24.04647,22.35437,21.26859,21.30624,0.150373980293429
"14","1237668758310487808",301.166155884705,-10.6291872254842,24.61866,24.03238,22.36925,21.24782,20.90606,0.150373982197565
"15","1237668758310489856",301.167012014409,-10.6091234301583,24.52637,24.06018,22.31525,21.33692,20.60842,0.150373982223543
"16","1237668758310555392",301.318688859392,-10.66720013341,25.33174,23.64063,22.05199,21.02561,20.25081,0.150373981913893
"17","1237668758310620672",301.43766144528,-10.6524054344394,25.4536,23.72583,21.95774,20.91503,20.31835,0.150373981757265
"18","1237668731993459456",301.242725938494,-10.7695511840427,27.08656,23.4031,21.66452,20.59171,19.69495,0.150373981061242
"19","1237668758310489856",301.175039598858,-10.6525330996057,24.27184,23.6091,21.94134,20.79301,20.21346,0.150373978835149
"20","1237668758310555136",301.262457338611,-10.6252157059981,23.60482,23.59197,21.93001,20.82055,20.08749,0.150373967841008
"21","1237668758310555392",301.283487021336,-10.7212763601689,23.96684,24.09405,22.3935,21.3855,20.94959,0.150373982315836
"22","1237668758310489856",301.164144513973,-10.6663141367368,23.74268,24.25977,22.49436,21.38177,20.8216,0.150373982113935
"23","1237668731993459712",301.359929513901,-10.8065360422911,25.14588,23.914,22.16079,21.17957,20.24521,0.150373981923369
"24","1237668731993393920",301.164040422745,-10.8021102814268,23.59452,23.59938,21.94982,20.87646,20.32961,0.150373970747469
"25","1237668758310555392",301.311670905311,-10.673777417821,24.84447,24.06218,22.44455,21.33512,20.59455,0.150373982019558
"26","1237668731993459712",301.309247858037,-10.8076407838751,23.85744,23.95855,22.201,21.1273,20.57451,0.150373981161596
"27","1237668731993458944",301.309345123131,-10.762504227204,22.5509,23.35269,21.66871,20.62998,20.3598,0.150373863718397
"28","1237668758310552064",301.336017242581,-10.6879937390517,25.20894,24.33324,22.69852,21.61636,21.44566,0.150373981341875
"29","1237668732530329856",301.464728057151,-10.5557197770027,25.02328,23.27287,21.51705,20.41896,19.62682,0.150373976271209
"30","1237668758310555136",301.270693175871,-10.6736899337879,23.56365,23.97313,22.25438,21.23172,20.83251,0.150373980896275
"31","1237668758310552064",301.347168341451,-10.5930705892221,24.46008,23.82733,22.09177,21.06851,20.55015,0.150373981978447
"32","1237668758310489344",301.245709787337,-10.6351948863711,24.08703,23.23941,21.55596,20.38768,19.68785,0.150373952205632
"33","1237668758310620672",301.461412492388,-10.5981628757995,23.31739,23.68813,21.96305,20.8888,20.43502,0.150373967554894
"34","1237668758310555392",301.315420585859,-10.6250577735053,23.24671,23.21505,21.50281,20.41419,19.74565,0.150373877499753
"35","1237668758310489344",301.231938332602,-10.6278138429978,23.982,24.00708,22.29307,21.27431,20.74099,0.150373982105839
"36","1237668758310554624",301.335054401386,-10.6029321893589,23.80556,23.65568,21.93437,20.94597,20.41154,0.150373976071836
"37","1237668758310617344",301.453516160059,-10.6213234159586,23.47755,24.65381,22.89936,21.79803,21.5029,0.150373981726363
"38","1237668758310551808",301.321427842901,-10.5902943412453,23.3456,23.32683,21.57309,20.51309,19.9486,0.150373917471723
"39","1237668758310552064",301.35279804933,-10.5905114530512,23.52242,24.26094,22.629,21.63385,20.86869,0.150373982147599
"40","1237668758310619904",301.446857899186,-10.630963580981,25.37275,24.64297,23.05567,21.91988,22.56533,0.150373981019993
"41","1237668758310552064",301.301820680036,-10.7208765751515,24.29414,23.67114,22.04984,20.95431,20.28905,0.15037398064058
"42","1237668758310555648",301.388007073801,-10.5660865101656,23.94798,24.15589,22.54398,21.44939,20.74625,0.150373982307217
"43","1237668731993524480",301.387593399381,-10.851087303314,23.3552,24.37956,22.70576,21.72983,20.91974,0.150373982020016
